Country Code ISO3,Indicator,Normalized Value,Dash Value,Trend Value,Value
CHL,sdg4_earlyedu,100,green,Up,91.888
CHL,sdg4_tertiary,100,yellow,Up,33.726
CHL,sdg4_pisa,71.856,orange,Up,437.667
CHL,sdg4_socioec,94.953,yellow,Up,14.112
CHL,sdg4_science,100,red,Up Right,35.344
CHL,sdg4_resil,92.122,orange,Up,22.086
CHL,sdg5_familypl,79.644,green,Up,84.8
CHL,sdg5_edat,71.655,green,Up,98.131
CHL,sdg5_lfpr,96.464,green,Up,70.591
CHL,sdg5_parl,72.118,orange,Up,22.581
CHL,sdg5_paygap,56.654,yellow,Up,12.5
CHL,sdg5_unpaid,72,,Up,
CHL,sdg6_water,94.75,green,Up,99.833
CHL,sdg6_sanita,81.93,green,Right,100
CHL,sdg6_freshwat,97.624,green,Up,9
CHL,sdg6_wastewat,73.182,green,Up,71.856
CHL,sdg6_scarcew,80.9,green,,5.047
CHL,sdg6_safewat,31.667,green,Up,98.639
CHL,sdg6_safesan,9.595,orange,Up,77.465
CHL,sdg7_elecac,32.315,green,Down,100
CHL,sdg7_cleanfuel,0,green,,92.28
CHL,sdg7_co2twh,100,yellow,Up,1.201
CHL,sdg7_ren,83.812,green,Up,24.273
CHL,sdg8_adjgrowth,99.674,yellow,Up,-0.584
CHL,sdg8_slavery,61.688,green,Up Right,0.778
CHL,sdg8_accounts,71.639,yellow,Down,74.349
CHL,sdg8_unemp,58.227,,Right,11.51
CHL,sdg8_rights,87.346,yellow,Right,0.696
CHL,sdg8_impacc,86.243,green,,0.315
CHL,sdg8_empop,73.953,yellow,Right,55.849
CHL,sdg8_yneet,91.587,red,Right,18.41
CHL,sdg9_intuse,77.77,green,Down,82.328
CHL,sdg9_mobuse,78.969,green,Down,97.657
CHL,sdg9_lpi,99.768,green,Up,3.21
CHL,sdg9_qs,27.074,green,Up Right,40.45
CHL,sdg9_articles,91.331,yellow,Up,0.38
CHL,sdg9_rdex,54.256,red,Up,0.355
CHL,sdg9_rdres,99.889,red,,1.097
CHL,sdg9_patents,98.465,red,Right,0.847
CHL,sdg9_netacc,98.1,yellow,Up,7.464
CHL,sdg9_womensci,34.223,red,Right,18.829
CHL,sdg10_adjgini,35.32,red,Right,51.528
CHL,sdg10_palma,39.5,red,Up,2.55
CHL,sdg10_elder,97.6,orange,Up Right,17.6
CHL,sdg11_slums,88.82,green,Up,0
CHL,sdg11_pm25,89.111,orange,Right,19.364
CHL,sdg11_pipedwat,64.265,green,Right,99.694
CHL,sdg11_transport,14.035,yellow,Down,59
CHL,sdg11_rentover,76.974,orange,Right,13.907
CHL,sdg12_msw,99.326,,Down,1.121
CHL,sdg12_ewaste,71.429,orange,Down,9.933
CHL,sdg12_so2prod,94.148,orange,Up,66.433
CHL,sdg12_so2import,100,green,Up,4.127
CHL,sdg12_prodnitro,75.271,yellow,Up,27.526
CHL,sdg12_reacnitro,88.615,green,Up,3.786
CHL,sdg12_mswrecycl,67.107,red,Up,1.188
CHL,sdg13_co2gcp,,red,Up,4.446
CHL,sdg13_co2import,,yellow,,0.673
CHL,sdg13_co2export,100,yellow,,102.277
CHL,sdg13_ecr,76.583,red,Up,16.883
CHL,sdg14_cpma,,red,,27.074
CHL,sdg14_cleanwat,,green,,93.81
CHL,sdg14_fishstocks,,orange,,41.49
CHL,sdg14_trawl,,green,,1.099
CHL,sdg14_discard,,green,,0.307
CHL,sdg14_biomar,,green,,0.038
CHL,sdg15_cpta,,red,,34.223
CHL,sdg15_cpfa,,red,,35.32
CHL,sdg15_redlist,,red,,0.758
CHL,sdg15_forchg,,green,,0.036
CHL,sdg15_biofrwter,,yellow,,1.118
CHL,sdg16_homicides,,red,,4.405
CHL,sdg16_detain,,yellow,,31.3
CHL,sdg16_safe,,red,,
CHL,sdg16_prs,,green,,5.425
CHL,sdg16_u5reg,,green,,99.4
CHL,sdg16_cpi,,green,,67
CHL,sdg16_clabor,,yellow,,2.3
CHL,sdg16_weaponsexp,,green,,0
CHL,sdg16_rsf,,green,,27.31
CHL,sdg16_justice,,green,,0.676
CHL,sdg16_prison,,orange,,231.304
CHL,sdg17_govex,,green,,10.066
CHL,sdg17_oda,,,,
CHL,sdg17_govrev,,,,
CHL,sdg17_cohaven,,green,,0
CHL,sdg17_secrecy,,red,,55.788
CHL,sdg17_sprofits,,green,,5.497
CHL,sdg17_statperf,,green,,82.437
CHN,sdg1_wpc,99.793,green,Up,0.15
CHN,sdg1_320pov,97.32,green,Up,1.38
CHN,sdg1_oecdpov,94.09,,,
CHN,sdg2_undernsh,83.865,green,Up,2.5
CHN,sdg2_stunting,88.344,yellow,Up Right,8.1
CHN,sdg2_wasting,89.474,green,Up,1.9
CHN,sdg2_obesity,65.349,green,Up,6.2
CHN,sdg2_trophic,86.485,green,Up,2.189
CHN,sdg2_crlyld,42.333,green,Up,6.081
CHN,sdg2_snmi,98.86,orange,Right,0.692
CHN,sdg2_yieldgap,96.842,,Up,
CHN,sdg2_pestexp,92.746,yellow,Up,2.851
CHN,sdg3_matmort,95.843,green,Up,29
CHN,sdg3_neonat,89.661,green,Right,3.9
CHN,sdg3_u5mort,,green,,7.9
CHN,sdg3_tb,64.516,orange,Up,58
CHN,sdg3_hiv,69.36,,Right,
CHN,sdg3_ncds,53.574,yellow,Up Right,17
CHN,sdg3_pollmort,80.803,orange,Up,113
CHN,sdg3_traffic,96.249,red,,17.36
CHN,sdg3_lifee,99.87,yellow,Up,77.433
CHN,sdg3_fertility,98.305,green,Up,7.643
CHN,sdg3_births,66.019,green,Up,99.9
CHN,sdg3_vac,58.14,green,,99
CHN,sdg3_uhc,,yellow,,79
CHN,sdg3_swb,99.409,yellow,,5.8
CHN,sdg3_region,99.606,,,
CHN,sdg3_incomeg,95.879,,,
CHN,sdg3_smoke,85.682,,,
CHN,sdg4_primary,74.606,,,
CHN,sdg4_second,48.65,green,,99.515
CHN,sdg4_literacy,88.077,green,,99.784
CHN,sdg4_earlyedu,83.124,,,
CHN,sdg4_tertiary,64.914,,Up,
CHN,sdg4_pisa,9.36,,Up,
CHN,sdg4_socioec,97.739,,Up,
CHN,sdg4_science,100,,Right,
CHN,sdg4_resil,58.429,,,
CHN,sdg5_familypl,76.153,green,Up,96.6
CHN,sdg5_edat,80.701,yellow,Up,91.667
CHN,sdg5_lfpr,87.427,green,Up,80.066
CHN,sdg5_parl,78.51,orange,,24.941
CHN,sdg5_paygap,82.283,,,
CHN,sdg5_unpaid,2.364,,Up,
CHN,sdg6_water,98.517,yellow,Right,92.846
CHN,sdg6_sanita,53.272,orange,Up,84.761
CHN,sdg6_freshwat,96.672,yellow,,43.2
CHN,sdg6_wastewat,97.864,red,Up,9.36
CHN,sdg6_scarcew,100,green,Up,2.261
CHN,sdg6_safewat,30.833,,Right,
CHN,sdg6_safesan,59.081,,Up,
CHN,sdg7_elecac,61.318,green,,100
CHN,sdg7_cleanfuel,0,orange,,59.26
CHN,sdg7_co2twh,72.667,orange,Up Right,1.407
CHN,sdg7_ren,47.546,,Up,
CHN,sdg8_adjgrowth,91.717,green,Up,1.198
CHN,sdg8_slavery,100,green,Up Right,2.766
CHN,sdg8_accounts,83.694,green,Up,80.229
CHN,sdg8_unemp,69.811,green,,5
CHN,sdg8_rights,94.282,red,,0.313
CHN,sdg8_impacc,97.807,green,,0.089
CHN,sdg8_empop,78.448,,,
CHN,sdg8_yneet,98.533,,,
CHN,sdg9_intuse,64.52,orange,,54.3
CHN,sdg9_mobuse,96.75,green,,96.719
CHN,sdg9_lpi,99.962,green,Right,3.753
CHN,sdg9_qs,8.278,green,Up Right,78.467
CHN,sdg9_articles,9.104,orange,Up Right,0.37
CHN,sdg9_rdex,90.32,green,,2.186
CHN,sdg9_rdres,43.262,,,
CHN,sdg9_patents,75.795,,Right,
CHN,sdg9_netacc,97.85,,Up,
CHN,sdg9_womensci,9.935,,,
CHN,sdg10_adjgini,9.447,red,Right,41.232
CHN,sdg10_palma,35.25,red,Right,3.86
CHN,sdg10_elder,99.467,,Up,
CHN,sdg11_slums,94,orange,Down,24.6
CHN,sdg11_pm25,99.398,red,Right,48.63
CHN,sdg11_pipedwat,,yellow,Right,92.222
CHN,sdg11_transport,100,green,Down,83
CHN,sdg11_rentover,73.921,,Up,
CHN,sdg12_msw,,green,,0.687
CHN,sdg12_ewaste,38.36,yellow,,7.234
CHN,sdg12_so2prod,,yellow,Up,30.02
CHN,sdg12_so2import,96.676,green,Up Right,0.658
CHN,sdg12_prodnitro,2.171,yellow,Right,23.121
CHN,sdg12_reacnitro,79.077,green,Up,0.66
CHN,sdg12_mswrecycl,32.713,,,
CHN,sdg13_co2gcp,,red,Right,7.096
CHN,sdg13_co2import,21.787,green,,0.104
CHN,sdg13_co2export,69.498,green,Right,16.731
CHN,sdg13_ecr,44.291,,Up Right,
CHN,sdg14_cpma,,red,,8.278
CHN,sdg14_cleanwat,,red,,35.1
CHN,sdg14_fishstocks,,green,,8.78
CHN,sdg14_trawl,,orange,,51.497
CHN,sdg14_discard,,green,,4.841
CHN,sdg14_biomar,,green,,0.043
CHN,sdg15_cpta,,red,,9.935
CHN,sdg15_cpfa,,red,,9.447
CHN,sdg15_redlist,,red,,0.741
CHN,sdg15_forchg,,green,,0.008
CHN,sdg15_biofrwter,,green,,0.6
CHN,sdg16_homicides,,green,,0.527
CHN,sdg16_detain,,,,
CHN,sdg16_safe,,green,,
CHN,sdg16_prs,,green,,5.309
CHN,sdg16_u5reg,,,,
CHN,sdg16_cpi,,orange,,42
CHN,sdg16_clabor,,,,
CHN,sdg16_weaponsexp,,green,,0.113
CHN,sdg16_rsf,,red,,78.48
CHN,sdg16_justice,,yellow,,0.614
CHN,sdg16_prison,,,,
CHN,sdg17_govex,,red,,4.907
CHN,sdg17_oda,,,,
CHN,sdg17_govrev,,orange,,16.536
CHN,sdg17_cohaven,,green,,58.301
CHN,sdg17_secrecy,,,,
CHN,sdg17_sprofits,,,,
CHN,sdg17_statperf,,orange,,58.218
CIV,sdg1_wpc,72.149,red,Up Right,20.22
CIV,sdg1_320pov,15.398,red,Up Right,43.57
CIV,sdg1_oecdpov,52.955,,,
CIV,sdg2_undernsh,56.972,red,Right,19.9
CIV,sdg2_stunting,62.577,red,Right,21.6
CIV,sdg2_wasting,76.78,yellow,Right,6.1
CIV,sdg2_obesity,91.163,yellow,Down,10.3
CIV,sdg2_trophic,30.559,green,Up,2.078
CIV,sdg2_crlyld,23.083,yellow,Up Right,2.278
CIV,sdg2_snmi,99.172,red,Right,0.923
CIV,sdg2_yieldgap,24.303,,Up Right,
CIV,sdg2_pestexp,17.358,yellow,Right,2.07
CIV,sdg3_matmort,39.843,red,Up Right,617
CIV,sdg3_neonat,75.579,red,Up Right,33
CIV,sdg3_u5mort,90.727,red,Up,79.3
CIV,sdg3_tb,8.756,red,Down,137
CIV,sdg3_hiv,27.061,yellow,Down,0.51
CIV,sdg3_ncds,31.41,red,Up Right,29.1
CIV,sdg3_pollmort,30.741,red,Right,269
CIV,sdg3_traffic,17.098,red,,24.12
CIV,sdg3_lifee,65.67,red,Up,62.915
CIV,sdg3_fertility,59.322,red,Up Right,116.158
CIV,sdg3_births,14.239,red,Up,73.6
CIV,sdg3_vac,48.837,red,,76
CIV,sdg3_uhc,89.188,red,,47
CIV,sdg3_swb,42.176,orange,Up,5.4
CIV,sdg3_region,24.124,,Up,
CIV,sdg3_incomeg,31.515,,,
CIV,sdg3_smoke,40.936,,,
CIV,sdg4_primary,63.344,yellow,,95.005
CIV,sdg4_second,20.846,red,,52.584
CIV,sdg4_literacy,54.782,red,,58.42
CIV,sdg4_earlyedu,24.845,,,
CIV,sdg4_tertiary,100,,Up Right,
CIV,sdg4_pisa,0.6,,Right,
CIV,sdg4_socioec,99.585,,Up,
CIV,sdg4_science,63.686,,Right,
CIV,sdg4_resil,16.561,,,
CIV,sdg5_familypl,82.525,red,Right,43.5
CIV,sdg5_edat,59.376,red,Right,65.625
CIV,sdg5_lfpr,73.114,green,Up,71.225
CIV,sdg5_parl,36.229,red,,11.373
CIV,sdg5_paygap,88.189,,,
CIV,sdg5_unpaid,55.455,,Up Right,
CIV,sdg6_water,99.45,red,Down,72.869
CIV,sdg6_sanita,35.025,red,Up,32.135
CIV,sdg6_freshwat,65.708,green,,5.1
CIV,sdg6_wastewat,58.5,red,Up Right,0.6
CIV,sdg6_scarcew,0,green,Up,0.415
CIV,sdg6_safewat,0.833,,Up Right,
CIV,sdg6_safesan,2.595,,Up,
CIV,sdg7_elecac,45.017,red,,66.991
CIV,sdg7_cleanfuel,30.875,red,,18.23
CIV,sdg7_co2twh,33.222,yellow,Down,1.031
CIV,sdg7_ren,72.796,,Up,
CIV,sdg8_adjgrowth,59.961,red,Up,-3.003
CIV,sdg8_slavery,43.831,yellow,Right,5.915
CIV,sdg8_accounts,76.056,red,,41.331
CIV,sdg8_unemp,95.957,green,,3.5
CIV,sdg8_rights,98.906,yellow,,0.605
CIV,sdg8_impacc,99.05,green,,0.033
CIV,sdg8_empop,97.733,,,
CIV,sdg8_yneet,99.28,,,
CIV,sdg9_intuse,97.485,red,,36.454
CIV,sdg9_mobuse,98.656,yellow,,66.188
CIV,sdg9_lpi,100,yellow,Down,2.887
CIV,sdg9_qs,93.334,orange,Down,0
CIV,sdg9_articles,17.241,red,Down,0.01
CIV,sdg9_rdex,71.599,red,Up,0.096
CIV,sdg9_rdres,97.193,,,
CIV,sdg9_patents,97.49,,Up,
CIV,sdg9_netacc,99.95,,Up,
CIV,sdg9_womensci,71.191,,,
CIV,sdg10_adjgini,79.39,red,Up,47.019
CIV,sdg10_palma,76.25,red,Down,2.006
CIV,sdg10_elder,29.867,,Down,
CIV,sdg11_slums,99.88,red,Up,60.1
CIV,sdg11_pm25,70.027,red,Right,28.254
CIV,sdg11_pipedwat,59.265,red,Right,62.403
CIV,sdg11_transport,22.807,orange,Up,48
CIV,sdg11_rentover,39.632,,,
CIV,sdg12_msw,68.202,green,Up,0.962
CIV,sdg12_ewaste,30.423,green,Down,1.142
CIV,sdg12_so2prod,55.471,green,Up,5.745
CIV,sdg12_so2import,99.882,green,Right,0.285
CIV,sdg12_prodnitro,72.943,green,Up,4.222
CIV,sdg12_reacnitro,60.308,green,Down,0.324
CIV,sdg12_mswrecycl,29.753,,,
CIV,sdg13_co2gcp,,green,Down,0.503
CIV,sdg13_co2import,6.907,green,,0.043
CIV,sdg13_co2export,100,green,Down,0.001
CIV,sdg13_ecr,41.477,,Up Right,
CIV,sdg14_cpma,,green,,93.334
CIV,sdg14_cleanwat,,red,,40.91
CIV,sdg14_fishstocks,,yellow,,25.76
CIV,sdg14_trawl,,green,,3.498
CIV,sdg14_discard,,green,,0.502
CIV,sdg14_biomar,,green,,0.001
CIV,sdg15_cpta,,orange,,71.191
CIV,sdg15_cpfa,,yellow,,79.39
CIV,sdg15_redlist,,green,,0.905
CIV,sdg15_forchg,,red,,1.052
CIV,sdg15_biofrwter,,green,,0.012
CIV,sdg16_homicides,,red,,11.6
CIV,sdg16_detain,,yellow,,34.7
CIV,sdg16_safe,,red,,
CIV,sdg16_prs,,yellow,,4.006
CIV,sdg16_u5reg,,red,,71.7
CIV,sdg16_cpi,,red,,36
CIV,sdg16_clabor,,red,,17.5
CIV,sdg16_weaponsexp,,green,,0.004
CIV,sdg16_rsf,,green,,28.94
CIV,sdg16_justice,,red,,0.492
CIV,sdg16_prison,,,,
CIV,sdg17_govex,,red,,4.463
CIV,sdg17_oda,,,,
CIV,sdg17_govrev,,red,,12.072
CIV,sdg17_cohaven,,green,,0
CIV,sdg17_secrecy,,,,
CIV,sdg17_sprofits,,,,
CIV,sdg17_statperf,,orange,,56.108
CMR,sdg1_wpc,67.397,red,Right,23.67
CMR,sdg1_320pov,17.204,red,Right,42.64
CMR,sdg1_oecdpov,85.106,,,
CMR,sdg2_undernsh,42.43,green,Up,6.3
CMR,sdg2_stunting,73.62,red,Right,28.9
CMR,sdg2_wasting,73.375,green,Up,4.3
CMR,sdg2_obesity,90.233,yellow,Down,11.4
CMR,sdg2_trophic,21.265,green,Up,2.082
CMR,sdg2_crlyld,32.417,orange,Right,1.646
CMR,sdg2_snmi,100,red,Right,0.811
CMR,sdg2_yieldgap,35.159,,Right,
CMR,sdg2_pestexp,35.233,green,Up Right,0
CMR,sdg3_matmort,43.373,red,Up Right,529
CMR,sdg3_neonat,68.093,red,Up Right,26.1
CMR,sdg3_u5mort,87.455,red,Up,74.8
CMR,sdg3_tb,43.318,red,Right,179
CMR,sdg3_hiv,43.601,orange,Down,0.69
CMR,sdg3_ncds,11.541,orange,Up Right,21.6
CMR,sdg3_pollmort,28.814,red,Right,208
CMR,sdg3_traffic,26.336,red,,30.18
CMR,sdg3_lifee,54.096,red,Down,62.356
CMR,sdg3_fertility,32.203,red,Up Right,103.494
CMR,sdg3_births,12.621,red,Up Right,64.7
CMR,sdg3_vac,44.186,red,,60
CMR,sdg3_uhc,81.974,red,,46
CMR,sdg3_swb,35.577,orange,Down,5.2
CMR,sdg3_region,72.774,,,
CMR,sdg3_incomeg,33.212,,,
CMR,sdg3_smoke,29.124,,,
CMR,sdg4_primary,84.772,yellow,,91.672
CMR,sdg4_second,66.986,red,,47.173
CMR,sdg4_literacy,33.975,orange,,85.08
CMR,sdg4_earlyedu,32.532,,,
CMR,sdg4_tertiary,100,,Right,
CMR,sdg4_pisa,0,,Down,
CMR,sdg4_socioec,99.548,,Up,
CMR,sdg4_science,58.922,,Up Right,
CMR,sdg4_resil,21.469,,,
CMR,sdg5_familypl,87.322,red,Right,44.9
CMR,sdg5_edat,51.508,red,Right,58.75
CMR,sdg5_lfpr,68.786,green,Up,88.046
CMR,sdg5_parl,28.903,yellow,,33.889
CMR,sdg5_paygap,87.717,,,
CMR,sdg5_unpaid,29.273,,Up Right,
CMR,sdg6_water,99.583,red,Right,60.385
CMR,sdg6_sanita,21.475,red,Up,39.076
CMR,sdg6_freshwat,13.417,green,,1.6
CMR,sdg6_wastewat,44.182,red,Up,0
CMR,sdg6_scarcew,0,green,Up,0.452
CMR,sdg6_safewat,2.917,,Right,
CMR,sdg6_safesan,,,Up,
CMR,sdg7_elecac,43.228,red,,62.66
CMR,sdg7_cleanfuel,0,red,,23.04
CMR,sdg7_co2twh,62.556,green,Right,0.748
CMR,sdg7_ren,8.164,,Up Right,
CMR,sdg8_adjgrowth,58.26,red,Up,-4.553
CMR,sdg8_slavery,35.714,yellow,Right,6.867
CMR,sdg8_accounts,84.889,red,,34.591
CMR,sdg8_unemp,96.416,green,,3.62
CMR,sdg8_rights,98.626,red,,0.461
CMR,sdg8_impacc,98.907,green,,0.025
CMR,sdg8_empop,90.917,,,
CMR,sdg8_yneet,99.304,,,
CMR,sdg9_intuse,98.535,red,,23.203
CMR,sdg9_mobuse,98.531,red,,14.629
CMR,sdg9_lpi,100,yellow,Up Right,2.572
CMR,sdg9_qs,,orange,Down,0
CMR,sdg9_articles,10.63,red,Down,0.035
CMR,sdg9_rdex,,,Down,
CMR,sdg9_rdres,88.704,,,
CMR,sdg9_patents,96.19,,Up,
CMR,sdg9_netacc,99.9,,Up,
CMR,sdg9_womensci,35.326,,,
CMR,sdg10_adjgini,41.271,red,,47.654
CMR,sdg10_palma,60,red,Right,2.692
CMR,sdg10_elder,84.933,,,
CMR,sdg11_slums,99.83,red,Down,33.7
CMR,sdg11_pm25,97.114,red,Right,80.412
CMR,sdg11_pipedwat,29.926,red,Right,60.806
CMR,sdg11_transport,17.544,orange,Right,43
CMR,sdg11_rentover,38.211,,Up,
CMR,sdg12_msw,61.91,green,Up Right,0.644
CMR,sdg12_ewaste,15.873,green,Down,1.035
CMR,sdg12_so2prod,15.013,green,Down,7.216
CMR,sdg12_so2import,100,green,Down,0.328
CMR,sdg12_prodnitro,52.457,green,Down,10.901
CMR,sdg12_reacnitro,61.077,green,Up,0.313
CMR,sdg12_mswrecycl,22.28,,,
CMR,sdg13_co2gcp,,green,Right,0.293
CMR,sdg13_co2import,18.84,green,,0.047
CMR,sdg13_co2export,100,green,Down,0.001
CMR,sdg13_ecr,37.969,,Right,
CMR,sdg14_cpma,,,,
CMR,sdg14_cleanwat,,red,,36.19
CMR,sdg14_fishstocks,,,,
CMR,sdg14_trawl,,yellow,,11.053
CMR,sdg14_discard,,green,,0.762
CMR,sdg14_biomar,,green,,0.002
CMR,sdg15_cpta,,red,,35.326
CMR,sdg15_cpfa,,red,,41.271
CMR,sdg15_redlist,,orange,,0.84
CMR,sdg15_forchg,,yellow,,0.226
CMR,sdg15_biofrwter,,green,,0.017
CMR,sdg16_homicides,,green,,1.388
CMR,sdg16_detain,,red,,54.65
CMR,sdg16_safe,,red,,
CMR,sdg16_prs,,yellow,,3.952
CMR,sdg16_u5reg,,red,,66.1
CMR,sdg16_cpi,,red,,25
CMR,sdg16_clabor,,red,,33.4
CMR,sdg16_weaponsexp,,green,,0
CMR,sdg16_rsf,,orange,,43.28
CMR,sdg16_justice,,red,,0.497
CMR,sdg16_prison,,,,
CMR,sdg17_govex,,red,,3.342
CMR,sdg17_oda,,,,
CMR,sdg17_govrev,,red,,15.652
CMR,sdg17_cohaven,,green,,0
CMR,sdg17_secrecy,,,,
CMR,sdg17_sprofits,,,,
CMR,sdg17_statperf,,orange,,53.477
COD,sdg1_wpc,0,red,Down,73.95
COD,sdg1_320pov,0,red,Down,91.51
COD,sdg1_oecdpov,,,,
COD,sdg2_undernsh,14.94,,,
COD,sdg2_stunting,50.307,red,Right,42.7
COD,sdg2_wasting,87.926,orange,Right,8.1
COD,sdg2_obesity,100,green,Up,6.7
COD,sdg2_trophic,8.368,green,,2.037
COD,sdg2_crlyld,24.167,red,Right,0.769
COD,sdg2_snmi,,red,Down,0.91
COD,sdg2_yieldgap,42.068,,Right,
COD,sdg2_pestexp,31.865,,Right,
COD,sdg3_matmort,35.529,red,Up Right,473
COD,sdg3_neonat,42.959,red,Right,27.4
COD,sdg3_u5mort,96,red,Up,84.8
COD,sdg3_tb,53.456,red,Right,320
COD,sdg3_hiv,55.531,yellow,Down,0.22
COD,sdg3_ncds,0,yellow,Right,19.4
COD,sdg3_pollmort,28.797,red,Right,164
COD,sdg3_traffic,12.395,red,,34.86
COD,sdg3_lifee,74.122,red,Down,62.351
COD,sdg3_fertility,27.119,red,Up Right,122.606
COD,sdg3_births,4.531,red,,80.1
COD,sdg3_vac,23.256,red,,57
COD,sdg3_uhc,,red,,41
COD,sdg3_swb,39.551,red,,4.3
COD,sdg3_region,72.609,,,
COD,sdg3_incomeg,18.788,,,
COD,sdg3_smoke,36.589,,,
COD,sdg4_primary,89.903,,,
COD,sdg4_second,23.77,red,,50.432
COD,sdg4_literacy,5.405,red,,84.99
COD,sdg4_earlyedu,11.911,,,
COD,sdg4_tertiary,100,,Right,
COD,sdg4_pisa,0,,Up Right,
COD,sdg4_socioec,99.761,,Up,
COD,sdg4_science,10.867,,Right,
COD,sdg4_resil,2.061,,,
COD,sdg5_familypl,96.559,red,Right,33
COD,sdg5_edat,53.091,red,Right,63.095
COD,sdg5_lfpr,37.686,green,Up,92.074
COD,sdg5_parl,19.376,red,,12.8
COD,sdg5_paygap,84.055,,,
COD,sdg5_unpaid,35.636,,Right,
COD,sdg6_water,99.183,red,Right,43.243
COD,sdg6_sanita,6.564,red,Up,20.456
COD,sdg6_freshwat,18.387,green,,0.2
COD,sdg6_wastewat,23.455,red,Up Right,0
COD,sdg6_scarcew,0,green,Up,0.239
COD,sdg6_safewat,0.167,,,
COD,sdg6_safesan,10.973,,Up,
COD,sdg7_elecac,58.935,red,,18.978
COD,sdg7_cleanfuel,27.188,red,,4.02
COD,sdg7_co2twh,13.889,green,Right,0.203
COD,sdg7_ren,54.715,,Up Right,
COD,sdg8_adjgrowth,60.513,red,Up Right,-4.241
COD,sdg8_slavery,32.468,red,Right,13.709
COD,sdg8_accounts,73.472,red,,25.826
COD,sdg8_unemp,,green,,4.55
COD,sdg8_rights,99.23,red,,0.496
COD,sdg8_impacc,99.033,green,,0.049
COD,sdg8_empop,91.983,,,
COD,sdg8_yneet,99.513,,,
COD,sdg9_intuse,99.87,red,,8.62
COD,sdg9_mobuse,99.125,red,,19.53
COD,sdg9_lpi,100,orange,Down,2.116
COD,sdg9_qs,,orange,Right,0
COD,sdg9_articles,15.504,red,Right,0.002
COD,sdg9_rdex,,red,,0.406
COD,sdg9_rdres,100,,,
COD,sdg9_patents,100,,Up,
COD,sdg9_netacc,99.6,,Up,
COD,sdg9_womensci,52.664,,,
COD,sdg10_adjgini,52.457,red,,42.078
COD,sdg10_palma,72.75,red,Down,2.065
COD,sdg10_elder,78.067,,,
COD,sdg11_slums,98.35,red,Up,77.5
COD,sdg11_pm25,64.987,red,Right,42.845
COD,sdg11_pipedwat,2.941,red,Right,62.922
COD,sdg11_transport,21.053,red,Right,41
COD,sdg11_rentover,19.368,,,
COD,sdg12_msw,15.281,yellow,,1.055
COD,sdg12_ewaste,6.614,,,
COD,sdg12_so2prod,76.59,green,Down,4.045
COD,sdg12_so2import,100,green,Down,0.29
COD,sdg12_prodnitro,44.157,green,Right,9.857
COD,sdg12_reacnitro,38.923,green,,0.219
COD,sdg12_mswrecycl,13.02,,,
COD,sdg13_co2gcp,,green,Down,0.026
COD,sdg13_co2import,,green,,0.028
COD,sdg13_co2export,100,green,,0
COD,sdg13_ecr,11.671,,Right,
COD,sdg14_cpma,,,,
COD,sdg14_cleanwat,,red,,39.67
COD,sdg14_fishstocks,,,,
COD,sdg14_trawl,,green,,0
COD,sdg14_discard,,green,,0
COD,sdg14_biomar,,green,,0.008
COD,sdg15_cpta,,red,,52.664
COD,sdg15_cpfa,,red,,52.457
COD,sdg15_redlist,,yellow,,0.891
COD,sdg15_forchg,,orange,,0.329
COD,sdg15_biofrwter,,green,,0.165
COD,sdg16_homicides,,red,,13.5
COD,sdg16_detain,,red,,73
COD,sdg16_safe,,red,,
COD,sdg16_prs,,orange,,3.236
COD,sdg16_u5reg,,red,,24.6
COD,sdg16_cpi,,red,,18
COD,sdg16_clabor,,orange,,9.2
COD,sdg16_weaponsexp,,green,,0
COD,sdg16_rsf,,orange,,49.09
COD,sdg16_justice,,red,,0.353
COD,sdg16_prison,,,,
COD,sdg17_govex,,red,,1.953
COD,sdg17_oda,,,,
COD,sdg17_govrev,,,,
COD,sdg17_cohaven,,green,,0
COD,sdg17_secrecy,,,,
COD,sdg17_sprofits,,,,
COD,sdg17_statperf,,red,,33.753
COG,sdg1_wpc,0,red,Down,75.04
COG,sdg1_320pov,0,red,Down,90.24
COG,sdg1_oecdpov,33.806,,,
COG,sdg2_undernsh,57.769,red,Down,28
COG,sdg2_stunting,49.693,red,Right,21.2
COG,sdg2_wasting,78.947,orange,Up Right,8.2
COG,sdg2_obesity,69.535,green,Up,9.6
COG,sdg2_trophic,9.265,green,Up,2.171
COG,sdg2_crlyld,25.333,red,Right,0.83
COG,sdg2_snmi,,red,Down,0.896
COG,sdg2_yieldgap,53.787,,Up Right,
COG,sdg2_pestexp,52.85,,Up Right,
COG,sdg3_matmort,64.549,red,Up Right,378
COG,sdg3_neonat,33.512,red,Right,19.3
COG,sdg3_u5mort,71.818,orange,Right,47.8
COG,sdg3_tb,65.899,red,Up,373
COG,sdg3_hiv,64.479,red,Down,1.55
COG,sdg3_ncds,13.115,yellow,Right,16.7
COG,sdg3_pollmort,37.031,orange,Right,131
COG,sdg3_traffic,20.907,red,,29.7
COG,sdg3_lifee,92.718,red,Down,64.739
COG,sdg3_fertility,54.237,red,Up Right,110.936
COG,sdg3_births,1.294,yellow,Up,94.4
COG,sdg3_vac,44.186,red,,73
COG,sdg3_uhc,66.171,red,,39
COG,sdg3_swb,39.148,orange,,5.2
COG,sdg3_region,67.254,,,
COG,sdg3_incomeg,31.152,,,
