KHM,16.49 Millions (2019),7.35 Percent (2019),31.1 Percent (2019),23.8 Percent (2019),67.61 Years (2015),1.62 Percent (2015),2.7 Children per woman (2015),0.48 Percent (2017),67 (2018),47 (2018),"22,121.37 Millions of US dollars (2017)","1,382.12 US dollars (2017)",81.3 Percent (2019),24.96 Percent (2017),32.73 Percent (2017),42.31 Percent (2017),"4,023 Millions of US dollars (2017)",0.25 Percent (2019),7.01 Percent (2017),293.14 Millions of US dollars (2018),"-2,772.94 Millions of US dollars (2018)","-2,434.68 Millions of US dollars (2018)","1,366.43 Millions of US dollars (2018)","18,682.18 Millions of US dollars (2018)","17,315.75 Millions of US dollars (2018)",126 Petajoules (2016),21.32 Percent (2018),36.79 Percent (2018),181.03 km2 (2017),"17,652 Hectares (2016)",21.53 Percent (2016),0.88 Percent (2016),52.85 Percent (2016)
CMR,25.88 Millions (2019),4.3 Percent (2019),42.36 Percent (2019),56.97 Percent (2019),56.28 Years (2015),2.71 Percent (2015),4.95 Children per woman (2015),2.25 Percent (2017),"360,162 (2018)","7,427 (2018)","34,924.03 Millions of US dollars (2017)","1,451.92 US dollars (2017)",76.1 Percent (2019),15.65 Percent (2017),27.55 Percent (2017),56.8 Percent (2017),543 Millions of US dollars (2017),4.21 Percent (2019),3.55 Percent (2017),120.42 Millions of US dollars (2017),-949.31 Millions of US dollars (2017),"-1,120.85 Millions of US dollars (2017)","-1,802.07 Millions of US dollars (2018)","2,650.9 Millions of US dollars (2018)","4,452.97 Millions of US dollars (2018)",-111 Petajoules (2016),13.88 Percent (2018),17.22 Percent (2018),475.65 km2 (2017),"47,271 Hectares (2016)",13.12 Percent (2016),3.28 Percent (2016),39.34 Percent (2016)
CAN,37.41 Millions (2019),24.33 Percent (2019),15.85 Percent (2019),81.48 Percent (2019),81.79 Years (2015),1.07 Percent (2015),1.6 Children per woman (2015),21.46 Percent (2017),"110,123 (2018)","63,830 (2018)","1,647,120.18 Millions of US dollars (2017)","44,973.55 US dollars (2017)",65 Percent (2019),1.7 Percent (2017),27.42 Percent (2017),70.88 Percent (2017),"19,256 Millions of US dollars (2015)",5.89 Percent (2019),3.05 Percent (2017),-59.92 Millions of US dollars (2018),"-45,323.34 Millions of US dollars (2018)","-36,632.56 Millions of US dollars (2018)","-15,810.51 Millions of US dollars (2018)","451,084.62 Millions of US dollars (2018)","466,895.12 Millions of US dollars (2018)","-8,087 Petajoules (2016)",75.85 Percent (2018),51.33 Percent (2018),"9,984.67 km2 (2017)","909,351 Hectares (2016)",4.81 Percent (2016),0.51 Percent (2016),38.16 Percent (2016)
CYM,0.06 Millions (2019),6.69 Percent (2015),18.28 Percent (2015),100 Percent (2019),,1.54 Percent (2015),1.6 Children per woman (2007),39.56 Percent (2017),33 (2018),32 (2018),"4,030.41 Millions of US dollars (2017)","65,472.39 US dollars (2017)",83.1 Percent (2013),0.38 Percent (2017),7.64 Percent (2017),91.99 Percent (2017),657 Millions of US dollars (2016),6.3 Percent (2013),2.31 Percent (2017),,,,"-1,278.96 Millions of US dollars (2018)",12.5 Millions of US dollars (2018),"1,291.46 Millions of US dollars (2018)",8 Petajoules (2016),50.65 Percent (2018),20.55 Percent (2018),0.26 km2 (2017),24 Hectares (2016),0.83 Percent (2016),2.08 Percent (2016),52.92 Percent (2016)
CAF,4.75 Millions (2019),4.48 Percent (2019),43.92 Percent (2019),41.77 Percent (2019),48.91 Years (2015),0.48 Percent (2015),5.1 Children per woman (2015),1.91 Percent (2017),"9,079 (2018)",514 (2018),"1,992.75 Millions of US dollars (2017)",427.71 US dollars (2017),72.1 Percent (2019),31.13 Percent (2017),25.83 Percent (2017),43.03 Percent (2017),15.6 Millions of US dollars (2013),5.6 Percent (2019),4.33 Percent (2017),,,,-127.7 Millions of US dollars (2018),231.45 Millions of US dollars (2018),359.15 Millions of US dollars (2018),5 Petajoules (2016),61.13 Percent (2018),26.13 Percent (2018),622.98 km2 (2017),"62,298 Hectares (2016)",2.89 Percent (2016),0.13 Percent (2016),35.56 Percent (2016)
TCD,15.95 Millions (2019),3.94 Percent (2019),46.82 Percent (2019),23.28 Percent (2019),52.27 Years (2015),3.32 Percent (2015),6.31 Children per woman (2015),3.29 Percent (2017),"445,777 (2018)","1,042 (2018)","10,716.96 Millions of US dollars (2017)",719.26 US dollars (2017),71.3 Percent (2019),32.2 Percent (2017),25.39 Percent (2017),42.41 Percent (2017),25 Millions of US dollars (2002),5.94 Percent (2019),-3.14 Percent (2017),,,,391.67 Millions of US dollars (2018),914.82 Millions of US dollars (2018),523.15 Millions of US dollars (2018),-263 Petajoules (2016),39.28 Percent (2018),20.75 Percent (2018),"1,284 km2 (2017)","125,920 Hectares (2016)",3.89 Percent (2016),0.03 Percent (2016),3.77 Percent (2016)
CHL,18.95 Millions (2019),16.94 Percent (2019),19.49 Percent (2019),87.64 Percent (2019),79.29 Years (2015),1.04 Percent (2015),1.85 Children per woman (2015),2.71 Percent (2017),"2,032 (2018)","12,583 (2018)","277,080.97 Millions of US dollars (2017)","15,346.73 US dollars (2017)",62.5 Percent (2019),4.2 Percent (2017),32.78 Percent (2017),63.02 Percent (2017),"4,604 Millions of US dollars (2017)",7.11 Percent (2019),1.49 Percent (2017),41.79 Millions of US dollars (2018),"-9,157.26 Millions of US dollars (2018)","-8,035.25 Millions of US dollars (2018)","1,294.39 Millions of US dollars (2018)","75,481.71 Millions of US dollars (2018)","74,187.32 Millions of US dollars (2018)","1,059 Petajoules (2016)",33.5 Percent (2018),23.59 Percent (2018),756.1 km2 (2017),"74,353.2 Hectares (2016)",1.71 Percent (2016),0.61 Percent (2016),24.26 Percent (2016)
CHN,"1,433.78 Millions (2019)",16.84 Percent (2019),17.8 Percent (2019),60.31 Percent (2019),75.14 Years (2015),0.55 Percent (2015),1.64 Children per woman (2015),0.07 Percent (2017),"321,746 (2018)",685 (2018),"12,237,781.8 Millions of US dollars (2017)","8,682.25 US dollars (2017)",68.2 Percent (2019),8.36 Percent (2017),41.26 Percent (2017),50.39 Percent (2017),"32,617 Millions of US dollars (2017)",4.75 Percent (2019),6.86 Percent (2017),-568.61 Millions of US dollars (2018),"49,091.59 Millions of US dollars (2018)","-111,690.07 Millions of US dollars (2018)","313,267.63 Millions of US dollars (2018)","2,528,426.05 Millions of US dollars (2018)","2,215,158.43 Millions of US dollars (2018)","21,563 Petajoules (2016)",19.01 Percent (2018),9.63 Percent (2018),"9,600 km2 (2017)","938,821 Hectares (2016)",12.66 Percent (2016),1.7 Percent (2016),22.35 Percent (2016)
COL,50.34 Millions (2019),12.77 Percent (2019),22.62 Percent (2019),81.1 Percent (2019),75.99 Years (2015),0.99 Percent (2015),1.92 Children per woman (2015),0.29 Percent (2017),282 (2018),"2,101 (2018)","309,191.38 Millions of US dollars (2017)","6,301.59 US dollars (2017)",70 Percent (2019),7.07 Percent (2017),32 Percent (2017),60.93 Percent (2017),"5,801 Millions of US dollars (2017)",9.19 Percent (2019),1.77 Percent (2017),,"-12,908.5 Millions of US dollars (2018)","-12,147.09 Millions of US dollars (2018)",-170.58 Millions of US dollars (2018),"46,892 Millions of US dollars (2018)","47,062.58 Millions of US dollars (2018)","-3,663 Petajoules (2016)",29.16 Percent (2018),26.27 Percent (2018),"1,141.75 km2 (2017)","110,950 Hectares (2016)",1.52 Percent (2016),1.72 Percent (2016),52.7 Percent (2016)
COM,0.85 Millions (2019),5.04 Percent (2019),39.29 Percent (2019),29.16 Percent (2019),62.83 Years (2015),2.4 Percent (2015),4.6 Children per woman (2015),1.54 Percent (2017),1 (2005),,"1,082.44 Millions of US dollars (2017)","1,329.92 US dollars (2017)",44.2 Percent (2019),30.84 Percent (2017),12.61 Percent (2017),56.55 Percent (2017),39.3 Millions of US dollars (2012),4.32 Percent (2019),3.42 Percent (2017),50.29 Millions of US dollars (2012),-41.14 Millions of US dollars (2012),15.38 Millions of US dollars (2012),-133.03 Millions of US dollars (2018),17.05 Millions of US dollars (2018),150.08 Millions of US dollars (2018),3 Petajoules (2016),36.36 Percent (2018),27.33 Percent (2018),2.23 km2 (2017),186.1 Hectares (2016),34.93 Percent (2016),28.48 Percent (2016),19.67 Percent (2016)
COD,86.79 Millions (2019),4.67 Percent (2019),46 Percent (2019),45.05 Percent (2019),58.1 Years (2015),3.33 Percent (2015),6.4 Children per woman (2015),1.08 Percent (2017),"535,730 (2018)","2,937 (2018)","37,642.48 Millions of US dollars (2017)",462.78 US dollars (2017),63.4 Percent (2019),20.81 Percent (2017),43.54 Percent (2017),35.65 Percent (2017),6 Millions of US dollars (2017),3.7 Percent (2019),3.7 Percent (2017),244.99 Millions of US dollars (2018),"-2,169.06 Millions of US dollars (2018)","-1,737.77 Millions of US dollars (2018)","-1,449.94 Millions of US dollars (2018)","3,951.45 Millions of US dollars (2018)","5,401.39 Millions of US dollars (2018)",-17 Petajoules (2016),46.61 Percent (2018),18.15 Percent (2018),"2,344.86 km2 (2017)","226,705 Hectares (2016)",3.13 Percent (2016),0.4 Percent (2016),67.17 Percent (2016)
COG,5.38 Millions (2019),4.44 Percent (2019),41.54 Percent (2019),67.37 Percent (2019),61.66 Years (2015),2.56 Percent (2015),4.7 Children per woman (2015),7.58 Percent (2017),"40,740 (2018)","7,203 (2018)","11,292.36 Millions of US dollars (2017)","2,146.53 US dollars (2017)",69.1 Percent (2019),7.53 Percent (2017),47.92 Percent (2017),44.55 Percent (2017),43 Millions of US dollars (2016),11.51 Percent (2019),-3.11 Percent (2017),58.09 Millions of US dollars (2016),"-3,593.57 Millions of US dollars (2016)",-430.34 Millions of US dollars (2016),"2,333.68 Millions of US dollars (2018)","4,450.83 Millions of US dollars (2018)","2,117.15 Millions of US dollars (2018)",-507 Petajoules (2016),33.89 Percent (2018),10.18 Percent (2018),342 km2 (2017),"34,150 Hectares (2016)",1.61 Percent (2016),0.23 Percent (2016),65.35 Percent (2016)
COK,0.02 Millions (2019),14.2 Percent (2016),26.87 Percent (2016),75.27 Percent (2019),75.3 Years (2013),-1.22 Percent (2015),2.6 Children per woman (2011),24.24 Percent (2017),,,309.32 Millions of US dollars (2017),"17,797.63 US dollars (2017)",71 Percent (2011),6.13 Percent (2017),8.6 Percent (2017),85.27 Percent (2017),183 Millions of US dollars (2017),8.2 Percent (2011),1.92 Percent (2017),,,,-121.99 Millions of US dollars (2018),15.4 Millions of US dollars (2018),137.38 Millions of US dollars (2018),1 Petajoules (2016),41.89 Percent (2018),52.18 Percent (2018),0.24 km2 (2017),24 Hectares (2016),4.17 Percent (2016),2.08 Percent (2016),62.92 Percent (2016)
CRI,5.05 Millions (2019),14.49 Percent (2019),21.08 Percent (2019),80.08 Percent (2019),79.16 Years (2015),1.15 Percent (2015),1.85 Children per woman (2015),8.44 Percent (2017),"4,600 (2018)","12,913 (2018)","57,564.79 Millions of US dollars (2017)","11,734.1 US dollars (2017)",60.1 Percent (2019),5.82 Percent (2017),20.14 Percent (2017),74.03 Percent (2017),"3,827 Millions of US dollars (2017)",7.94 Percent (2019),3.19 Percent (2017),30.69 Millions of US dollars (2018),"-1,877.75 Millions of US dollars (2018)","-1,392.9 Millions of US dollars (2018)","-5,229.87 Millions of US dollars (2018)","11,914.58 Millions of US dollars (2018)","17,144.44 Millions of US dollars (2018)",104 Petajoules (2016),40.86 Percent (2018),38.37 Percent (2018),51.1 km2 (2017),"5,106 Hectares (2016)",4.85 Percent (2016),6.11 Percent (2016),54.57 Percent (2016)
HRV,4.13 Millions (2019),27.9 Percent (2019),14.56 Percent (2019),57.24 Percent (2019),77.45 Years (2015),-0.45 Percent (2015),1.49 Children per woman (2015),13.38 Percent (2017),608 (2018),282 (2018),"55,201.15 Millions of US dollars (2017)","13,176.53 US dollars (2017)",51.5 Percent (2019),3.66 Percent (2017),26.25 Percent (2017),70.1 Percent (2017),"11,128 Millions of US dollars (2017)",8.42 Percent (2019),2.92 Percent (2017),887.53 Millions of US dollars (2018),"1,459.04 Millions of US dollars (2018)","1,600.43 Millions of US dollars (2018)","-13,092.27 Millions of US dollars (2018)","17,720.04 Millions of US dollars (2018)","30,812.31 Millions of US dollars (2018)",169 Petajoules (2016),13.61 Percent (2018),15.79 Percent (2018),56.59 km2 (2017),"5,596 Hectares (2016)",15.58 Percent (2016),1.29 Percent (2016),34.35 Percent (2016)
CUB,11.33 Millions (2019),20.68 Percent (2019),16.04 Percent (2019),77.11 Percent (2019),78.46 Years (2015),0.18 Percent (2015),1.71 Children per woman (2015),0.11 Percent (2017),282 (2018),25 (2018),"96,851 Millions of US dollars (2017)","8,433.09 US dollars (2017)",53.5 Percent (2019),3.84 Percent (2017),24.61 Percent (2017),71.55 Percent (2017),"3,302 Millions of US dollars (2017)",2.58 Percent (2019),1.78 Percent (2017),,,,"-7,346.04 Millions of US dollars (2018)","1,197.05 Millions of US dollars (2018)","8,543.09 Millions of US dollars (2018)",243 Petajoules (2016),22.97 Percent (2018),21.33 Percent (2018),109.88 km2 (2017),"10,402 Hectares (2016)",28.74 Percent (2016),4.64 Percent (2016),31.28 Percent (2016)
CUW,0.16 Millions (2019),23.87 Percent (2019),18.49 Percent (2019),89.1 Percent (2019),77.77 Years (2015),1.38 Percent (2015),2.12 Children per woman (2015),23.92 Percent (2017),78 (2018),735 (2018),"3,122.29 Millions of US dollars (2016)","19,591.32 US dollars (2016)",59 Percent (2008),0.42 Percent (2016),20.1 Percent (2016),79.48 Percent (2016),572 Millions of US dollars (2017),13 Percent (2013),-1.74 Percent (2017),4.18 Millions of US dollars (2018),-899.16 Millions of US dollars (2018),-862.82 Millions of US dollars (2018),,,,80 Petajoules (2016),,,0.44 km2 (2017),,,,
CYP,1.2 Millions (2019),19.33 Percent (2019),16.71 Percent (2019),66.81 Percent (2019),79.92 Years (2015),0.85 Percent (2015),1.38 Children per woman (2015),16.02 Percent (2017),"10,198 (2018)","7,163 (2018)","22,054.27 Millions of US dollars (2017)","25,789.85 US dollars (2017)",62 Percent (2019),2.12 Percent (2017),13.14 Percent (2017),84.74 Percent (2017),"3,128 Millions of US dollars (2017)",9.88 Percent (2019),4.23 Percent (2017),172.26 Millions of US dollars (2018),"-1,684.54 Millions of US dollars (2018)","-1,008.58 Millions of US dollars (2018)","-5,674.67 Millions of US dollars (2018)","5,065.1 Millions of US dollars (2018)","10,739.77 Millions of US dollars (2018)",86 Petajoules (2016),8.98 Percent (2018),18.88 Percent (2018),9.25 km2 (2017),924 Hectares (2016),9.16 Percent (2016),2.85 Percent (2016),18.69 Percent (2016)
CZE,10.69 Millions (2019),25.94 Percent (2019),15.72 Percent (2019),73.92 Percent (2019),78.16 Years (2015),0.12 Percent (2015),1.48 Children per woman (2015),4.08 Percent (2017),"3,644 (2018)",779 (2018),"215,824.61 Millions of US dollars (2017)","20,325.72 US dollars (2017)",60 Percent (2019),2.29 Percent (2017),37.03 Percent (2017),60.68 Percent (2017),"7,693 Millions of US dollars (2017)",2.05 Percent (2019),4.29 Percent (2017),625.11 Millions of US dollars (2018),860.05 Millions of US dollars (2018),764.98 Millions of US dollars (2018),"1,499.05 Millions of US dollars (2018)","17,168.75 Millions of US dollars (2018)","15,669.7 Millions of US dollars (2018)",566 Petajoules (2016),33.28 Percent (2018),24.72 Percent (2018),78.87 km2 (2017),"7,722 Hectares (2016)",32.3 Percent (2016),0.6 Percent (2016),34.56 Percent (2016)
CIV,25.72 Millions (2019),4.67 Percent (2019),41.71 Percent (2019),51.24 Percent (2019),54.63 Years (2015),2.46 Percent (2015),4.95 Children per woman (2015),9.04 Percent (2017),"1,714 (2018)",254 (2018),"38,054.9 Millions of US dollars (2017)","1,566.38 US dollars (2017)",57.3 Percent (2019),23.67 Percent (2017),27.09 Percent (2017),49.24 Percent (2017),477 Millions of US dollars (2016),2.6 Percent (2019),7.7 Percent (2017),192.12 Millions of US dollars (2017),"-1,046.5 Millions of US dollars (2017)",-776.44 Millions of US dollars (2017),924.58 Millions of US dollars (2018),"11,923.33 Millions of US dollars (2018)","10,998.75 Millions of US dollars (2018)",-41 Petajoules (2016),11.9 Percent (2018),13.47 Percent (2018),322.46 km2 (2017),"31,800 Hectares (2016)",9.12 Percent (2016),14.15 Percent (2016),32.71 Percent (2016)
DNK,5.77 Millions (2019),25.82 Percent (2019),16.4 Percent (2019),87.99 Percent (2019),80.14 Years (2015),0.48 Percent (2015),1.73 Children per woman (2015),11.46 Percent (2017),"36,100 (2018)","3,445 (2018)","329,865.54 Millions of US dollars (2017)","57,532.5 US dollars (2017)",61.9 Percent (2019),1.64 Percent (2017),23.14 Percent (2017),75.22 Percent (2017),"7,969 Millions of US dollars (2017)",5.34 Percent (2019),2.26 Percent (2017),30.74 Millions of US dollars (2018),"19,977.1 Millions of US dollars (2018)","11,109.76 Millions of US dollars (2018)","6,519.61 Millions of US dollars (2018)","107,633.42 Millions of US dollars (2018)","101,113.81 Millions of US dollars (2018)",38 Petajoules (2016),15.94 Percent (2018),22.49 Percent (2018),42.92 km2 (2017),"4,199 Hectares (2016)",56.56 Percent (2016),0.07 Percent (2016),14.7 Percent (2016)
DJI,0.97 Millions (2019),7.16 Percent (2019),29.2 Percent (2019),77.92 Percent (2019),61.55 Years (2015),1.68 Percent (2015),3.1 Children per woman (2015),12.13 Percent (2017),"17,302 (2018)","10,129 (2018)","1,844.68 Millions of US dollars (2017)","1,927.59 US dollars (2017)",63 Percent (2019),2.81 Percent (2017),19.9 Percent (2017),77.29 Percent (2017),35.1 Millions of US dollars (2017),5.76 Percent (2019),4.09 Percent (2017),26.13 Millions of US dollars (2017),-293.6 Millions of US dollars (2017),-254.74 Millions of US dollars (2017),"-1,072.19 Millions of US dollars (2018)",140.03 Millions of US dollars (2018),"1,212.22 Millions of US dollars (2018)",5 Petajoules (2016),27.93 Percent (2018),49.23 Percent (2018),23.2 km2 (2017),"2,318 Hectares (2016)",0.09 Percent (2016),,0.24 Percent (2016)
DMA,0.07 Millions (2019),13.32 Percent (2006),29.47 Percent (2006),70.79 Percent (2019),,0.48 Percent (2015),3 Children per woman (2001),9.17 Percent (2017),,,496.73 Millions of US dollars (2017),"6,719.34 US dollars (2017)",57.7 Percent (2001),16.44 Percent (2017),12.15 Percent (2017),71.42 Percent (2017),182 Millions of US dollars (2017),11 Percent (2001),-9.53 Percent (2017),126.4 Millions of US dollars (2017),201.5 Millions of US dollars (2017),327.67 Millions of US dollars (2017),-256.78 Millions of US dollars (2018),18.48 Millions of US dollars (2018),275.26 Millions of US dollars (2018),3 Petajoules (2016),16.19 Percent (2018),48.11 Percent (2018),0.75 km2 (2017),75 Hectares (2016),8 Percent (2016),22.67 Percent (2016),57.41 Percent (2016)
DOM,10.74 Millions (2019),10.79 Percent (2019),27.71 Percent (2019),81.83 Percent (2019),72.62 Years (2015),1.18 Percent (2015),2.45 Children per woman (2015),3.95 Percent (2017),583 (2018),865 (2018),"75,931.73 Millions of US dollars (2017)","7,052.27 US dollars (2017)",64.1 Percent (2019),6.13 Percent (2017),29.24 Percent (2017),64.63 Percent (2017),"7,178 Millions of US dollars (2017)",5.49 Percent (2019),4.55 Percent (2017),2.2 Millions of US dollars (2018),"-1,159.6 Millions of US dollars (2018)","-1,862.64 Millions of US dollars (2018)","-13,303.36 Millions of US dollars (2018)","9,178.06 Millions of US dollars (2018)","22,481.42 Millions of US dollars (2018)",323 Petajoules (2016),53.25 Percent (2018),44.43 Percent (2018),48.67 km2 (2017),"4,831 Hectares (2016)",16.56 Percent (2016),7.35 Percent (2016),41.73 Percent (2016)
ECU,17.37 Millions (2019),10.74 Percent (2019),27.71 Percent (2019),63.99 Percent (2019),75.59 Years (2015),1.54 Percent (2015),2.56 Children per woman (2015),2.4 Percent (2017),"93,822 (2018)","14,076 (2018)","104,295.86 Millions of US dollars (2017)","6,273.49 US dollars (2017)",69 Percent (2019),10.2 Percent (2017),33.8 Percent (2017),55.99 Percent (2017),"1,663 Millions of US dollars (2017)",4.21 Percent (2019),3 Percent (2017),-175.15 Millions of US dollars (2018),"-1,357.83 Millions of US dollars (2018)","-1,690.29 Millions of US dollars (2018)","-1,413.52 Millions of US dollars (2018)","21,606.13 Millions of US dollars (2018)","23,019.65 Millions of US dollars (2018)",-691 Petajoules (2016),30.88 Percent (2018),21.77 Percent (2018),257.22 km2 (2017),"24,836 Hectares (2016)",3.93 Percent (2016),5.79 Percent (2016),50.21 Percent (2016)
EGY,100.39 Millions (2019),8.12 Percent (2019),33.83 Percent (2019),42.73 Percent (2019),70.83 Years (2015),2.21 Percent (2015),3.45 Children per woman (2015),0.49 Percent (2017),"239,741 (2018)","60,629 (2018)","195,135.52 Millions of US dollars (2017)","2,000.3 US dollars (2017)",48.1 Percent (2019),11.69 Percent (2017),34.35 Percent (2017),53.96 Percent (2017),"8,636 Millions of US dollars (2017)",11.58 Percent (2019),4.18 Percent (2017),-133.07 Millions of US dollars (2018),"-6,293.17 Millions of US dollars (2018)","-10,096.69 Millions of US dollars (2018)","-54,446.24 Millions of US dollars (2018)","29,563.68 Millions of US dollars (2018)","84,009.92 Millions of US dollars (2018)",645 Petajoules (2016),10.56 Percent (2018),12.22 Percent (2018),"1,002 km2 (2017)","99,545 Hectares (2016)",2.8 Percent (2016),0.95 Percent (2016),0.07 Percent (2016)
SLV,6.45 Millions (2019),11.83 Percent (2019),26.86 Percent (2019),72.75 Percent (2019),71.82 Years (2015),0.45 Percent (2015),2.17 Children per woman (2015),0.66 Percent (2017),48 (2018),2 (2018),"24,805.44 Millions of US dollars (2017)","3,889.31 US dollars (2017)",61.1 Percent (2019),6.4 Percent (2017),27.34 Percent (2017),66.26 Percent (2017),"1,227 Millions of US dollars (2017)",4.6 Percent (2019),2.32 Percent (2017),203.02 Millions of US dollars (2018),"-1,241.75 Millions of US dollars (2018)",-849.7 Millions of US dollars (2018),"-5,074.97 Millions of US dollars (2018)","6,274.62 Millions of US dollars (2018)","11,349.59 Millions of US dollars (2018)",99 Petajoules (2016),44.94 Percent (2018),31.83 Percent (2018),21.04 km2 (2017),"2,072 Hectares (2016)",35.57 Percent (2016),10.14 Percent (2016),12.58 Percent (2016)
GNQ,1.36 Millions (2019),3.87 Percent (2019),36.96 Percent (2019),72.63 Percent (2019),56.48 Years (2015),4.28 Percent (2015),4.99 Children per woman (2015),17.5 Percent (2017),,,"12,487.18 Millions of US dollars (2017)","9,850.35 US dollars (2017)",62.3 Percent (2019),2.28 Percent (2017),55.73 Percent (2017),41.99 Percent (2017),14 Millions of US dollars (2001),8.09 Percent (2019),-3.22 Percent (2017),,,,578.25 Millions of US dollars (2018),"4,980.04 Millions of US dollars (2018)","4,401.79 Millions of US dollars (2018)",-786 Petajoules (2016),28.13 Percent (2018),20.95 Percent (2018),28.05 km2 (2017),"2,805 Hectares (2016)",4.28 Percent (2016),2.14 Percent (2016),55.49 Percent (2016)
ERI,3.5 Millions (2019),6.44 Percent (2019),41.58 Percent (2019),40.71 Percent (2019),63.42 Years (2015),1.06 Percent (2015),4.35 Children per woman (2015),0.32 Percent (2017),"2,215 (2018)",5 (2016),"5,812.66 Millions of US dollars (2017)","1,146.75 US dollars (2017)",80.5 Percent (2019),17.24 Percent (2017),23.54 Percent (2017),59.23 Percent (2017),48 Millions of US dollars (2016),6.2 Percent (2019),5.01 Percent (2017),,-104.66 Millions of US dollars (2000),-127.53 Millions of US dollars (2000),"-4,671.39 Millions of US dollars (2018)",16.8 Millions of US dollars (2018),"4,688.19 Millions of US dollars (2018)",9 Petajoules (2016),52.84 Percent (2018),28.88 Percent (2018),117.6 km2 (2017),"10,100 Hectares (2016)",6.83 Percent (2016),0.02 Percent (2016),14.91 Percent (2016)
EST,1.33 Millions (2019),26.51 Percent (2019),16.46 Percent (2019),69.05 Percent (2019),76.76 Years (2015),-0.25 Percent (2015),1.59 Children per woman (2015),14.73 Percent (2017),403 (2018),3 (2018),"25,921.08 Millions of US dollars (2017)","19,792.64 US dollars (2017)",63.1 Percent (2019),2.85 Percent (2017),27.24 Percent (2017),69.91 Percent (2017),"2,144 Millions of US dollars (2017)",5.46 Percent (2019),4.85 Percent (2017),385.02 Millions of US dollars (2018),570.88 Millions of US dollars (2018),884.06 Millions of US dollars (2018),"-1,995.63 Millions of US dollars (2018)","17,830.17 Millions of US dollars (2018)","19,825.8 Millions of US dollars (2018)",10 Petajoules (2016),15.12 Percent (2018),9.97 Percent (2018),45.23 km2 (2017),"4,347 Hectares (2016)",16.01 Percent (2016),0.07 Percent (2016),51.34 Percent (2016)
SWZ,1.15 Millions (2019),5.72 Percent (2019),37.83 Percent (2019),23.98 Percent (2019),50.67 Years (2015),0.72 Percent (2015),3.13 Children per woman (2015),2.43 Percent (2017),849 (2018),635 (2018),"4,408.58 Millions of US dollars (2017)","3,224.41 US dollars (2017)",53.2 Percent (2019),9.97 Percent (2017),37.42 Percent (2017),52.61 Percent (2017),13.2 Millions of US dollars (2017),26.52 Percent (2019),2 Percent (2017),6.48 Millions of US dollars (2017),553.65 Millions of US dollars (2017),587.99 Millions of US dollars (2017),550.01 Millions of US dollars (2018),"1,848.72 Millions of US dollars (2018)","1,298.71 Millions of US dollars (2018)",10 Petajoules (2016),69.36 Percent (2018),77.63 Percent (2018),17.36 km2 (2017),"1,720 Hectares (2016)",10.17 Percent (2016),0.87 Percent (2016),34.34 Percent (2016)
ETH,112.08 Millions (2019),5.3 Percent (2019),40.34 Percent (2019),21.23 Percent (2019),63.7 Years (2015),2.81 Percent (2015),4.85 Children per woman (2015),1.17 Percent (2017),"920,961 (2018)","2,360 (2018)","75,605.01 Millions of US dollars (2017)",720.34 US dollars (2017),80.4 Percent (2019),36.24 Percent (2017),24.41 Percent (2017),39.35 Percent (2017),"2,503 Millions of US dollars (2017)",5.41 Percent (2019),11.11 Percent (2017),13.8 Millions of US dollars (2003),"-5,565.91 Millions of US dollars (2017)","-9,196.19 Millions of US dollars (2017)","-7,721.9 Millions of US dollars (2018)","1,394.41 Millions of US dollars (2018)","9,116.31 Millions of US dollars (2018)",147 Petajoules (2016),9.83 Percent (2018),31.88 Percent (2018),"1,104.3 km2 (2017)","100,000 Hectares (2016)",15.12 Percent (2016),1.14 Percent (2016),12.54 Percent (2016)
FJI,0.89 Millions (2019),9.32 Percent (2019),29.29 Percent (2019),56.75 Percent (2019),66.95 Years (2015),0.2 Percent (2015),2.79 Children per woman (2015),1.54 Percent (2017),4 (2018),19 (2018),"4,873.68 Millions of US dollars (2017)","5,382.3 US dollars (2017)",57.2 Percent (2019),13.39 Percent (2017),18.07 Percent (2017),68.54 Percent (2017),"1,188 Millions of US dollars (2017)",6.21 Percent (2019),3.02 Percent (2017),4.99 Millions of US dollars (2018),-493.18 Millions of US dollars (2018),-670.09 Millions of US dollars (2018),"-1,678.55 Millions of US dollars (2018)","1,041.04 Millions of US dollars (2018)","2,719.59 Millions of US dollars (2018)",28 Petajoules (2016),17.95 Percent (2018),20.84 Percent (2018),18.27 km2 (2017),"1,827 Hectares (2016)",9.03 Percent (2016),4.65 Percent (2016),55.94 Percent (2016)
